CONSUMER NON-DURABLES	2017	8.745890886399408
CONSUMER SERVICES	2017	11.782813251179366
ENERGY	2017	2.55415576484034
FINANCE	2017	13.123101088009383
HEALTH CARE	2017	38.4355313281158
MISCELLANEOUS	2017	23.606504062631906
N/A	2017	75.81257797810163
PUBLIC UTILITIES	2017	7.7319592772305175
S CAR-MART, INC."	2017	1.7084281866320152
TECHNOLOGY	2017	63.954369241957636
TRANSPORTATION	2017	12.208430713233238
BASIC INDUSTRIES	2018	-4.050795264288891
CAPITAL GOODS	2018	5.797822974514613
CONSUMER DURABLES	2018	18.308881398966427
CONSUMER NON-DURABLES	2018	10.516359221917476
CONSUMER SERVICES	2018	33.342050322830175
ENERGY	2018	7.094292644398087
FINANCE	2018	4.223464783120099
HEALTH CARE	2018	10.518137942796436
MISCELLANEOUS	2018	9.163526916640517
N/A	2018	1163.4367221145283
PUBLIC UTILITIES	2018	1353.1816220674705
S CAR-MART, INC."	2018	90.37372626701082
TECHNOLOGY	2018	87.24049036300802
TRANSPORTATION	2018	-4.162766077250874
